date,state_id,sales
2011-03-11,WI,7180.0
2011-03-12,CA,13710.0
2011-03-12,TX,9271.0
2011-03-12,WI,9244.0
2011-03-13,CA,14340.0
2011-03-13,TX,9542.0
2011-03-13,WI,7535.0
2011-03-14,CA,10722.0
2011-03-14,TX,7745.0
2011-03-14,WI,6468.0
2011-03-15,CA,9293.0
2011-03-15,TX,7834.0
2011-03-15,WI,6894.0
2011-03-16,CA,9752.0
2011-03-16,TX,6768.0
2011-03-16,WI,6245.0
2011-03-17,CA,9504.0
2011-03-17,TX,6759.0
2011-03-17,WI,5516.0
2011-03-18,CA,10030.0
2011-03-18,TX,7131.0
2011-03-18,WI,6694.0
2011-03-19,CA,14509.0
2011-03-19,TX,8203.0
2011-03-19,WI,7887.0
2011-03-20,CA,14112.0
2011-03-20,TX,8992.0
2011-03-20,WI,6539.0
2011-03-21,CA,10255.0
2011-03-21,TX,7075.0
2011-03-21,WI,5771.0
2011-03-22,CA,9383.0
2011-03-22,TX,6086.0
2011-03-22,WI,5023.0
2011-03-23,CA,8490.0
2011-03-23,TX,5914.0
2011-03-23,WI,4826.0
2011-03-24,CA,7889.0
2011-03-24,TX,5898.0
2011-03-24,WI,5067.0
2011-03-25,CA,11011.0
2011-03-25,TX,6249.0
2011-03-25,WI,6090.0
2011-03-26,CA,13816.0
2011-03-26,TX,8072.0
2011-03-26,WI,7732.0
2011-03-27,CA,13661.0
2011-03-27,TX,9434.0
2011-03-27,WI,6771.0
2011-03-28,CA,9997.0
2011-03-28,TX,6429.0
2011-03-28,WI,5023.0
2011-03-29,CA,8516.0
2011-03-29,TX,5728.0
2011-03-29,WI,5337.0
2011-03-30,CA,8911.0
2011-03-30,TX,5384.0
2011-03-30,WI,4633.0
2011-03-31,CA,10059.0
2011-03-31,TX,6096.0
2011-03-31,WI,5587.0
2011-04-01,CA,12827.0
2011-04-01,TX,7992.0
2011-04-01,WI,7490.0
2011-04-02,CA,14791.0
2011-04-02,TX,9134.0
2011-04-02,WI,9553.0
2011-04-03,CA,15341.0
2011-04-03,TX,9863.0
2011-04-03,WI,7854.0
2011-04-04,CA,12356.0
2011-04-04,TX,6648.0
2011-04-04,WI,5848.0
2011-04-05,CA,10497.0
2011-04-05,TX,6743.0
2011-04-05,WI,6341.0
2011-04-06,CA,10101.0
2011-04-06,TX,6689.0
2011-04-06,WI,5866.0
2011-04-07,CA,10575.0
2011-04-07,TX,7201.0
2011-04-07,WI,5125.0
2011-04-08,CA,10971.0
2011-04-08,TX,6797.0
2011-04-08,WI,6986.0
2011-04-09,CA,14064.0
2011-04-09,TX,9025.0
2011-04-09,WI,8656.0
2011-04-10,CA,15291.0
2011-04-10,TX,9648.0
2011-04-10,WI,6597.0
2011-04-11,CA,11098.0
2011-04-11,TX,7555.0
2011-04-11,WI,6176.0
2011-04-12,CA,9181.0
2011-04-12,TX,7302.0
2011-04-12,WI,6735.0
2011-04-13,CA,8853.0
2011-04-13,TX,7202.0
2011-04-13,WI,5556.0
2011-04-14,CA,9430.0
2011-04-14,TX,6338.0
2011-04-14,WI,6196.0
2011-04-15,CA,10922.0
2011-04-15,TX,7749.0
2011-04-15,WI,6811.0
2011-04-16,CA,12809.0
2011-04-16,TX,8573.0
2011-04-16,WI,7852.0
2011-04-17,CA,13894.0
2011-04-17,TX,9248.0
2011-04-17,WI,6645.0
2011-04-18,CA,9955.0
2011-04-18,TX,7218.0
2011-04-18,WI,5216.0
2011-04-19,CA,8930.0
2011-04-19,TX,6133.0
2011-04-19,WI,4411.0
2011-04-20,CA,8582.0
2011-04-20,TX,6387.0
2011-04-20,WI,5219.0
2011-04-21,CA,8986.0
2011-04-21,TX,5677.0
2011-04-21,WI,5105.0
2011-04-22,CA,10967.0
2011-04-22,TX,7542.0
2011-04-22,WI,5770.0
2011-04-23,CA,13577.0
2011-04-23,TX,8833.0
2011-04-23,WI,7165.0
2011-04-24,CA,11721.0
2011-04-24,TX,7897.0
2011-04-24,WI,4400.0
2011-04-25,CA,8865.0
2011-04-25,TX,6339.0
2011-04-25,WI,4800.0
2011-04-26,CA,8176.0
2011-04-26,TX,5535.0
2011-04-26,WI,4402.0
2011-04-27,CA,8135.0
2011-04-27,TX,5369.0
2011-04-27,WI,4425.0
2011-04-28,CA,7951.0
2011-04-28,TX,5372.0
2011-04-28,WI,4822.0
2011-04-29,CA,9730.0
2011-04-29,TX,6432.0
2011-04-29,WI,6573.0
2011-04-30,CA,12428.0
2011-04-30,TX,8240.0
2011-04-30,WI,7433.0
2011-05-01,CA,12997.0
2011-05-01,TX,9644.0
2011-05-01,WI,6404.0
2011-05-02,CA,10657.0
2011-05-02,TX,6125.0
2011-05-02,WI,6055.0
2011-05-03,CA,10669.0
2011-05-03,TX,6937.0
2011-05-03,WI,6474.0
2011-05-04,CA,9596.0
2011-05-04,TX,5771.0
2011-05-04,WI,5394.0
2011-05-05,CA,9281.0
2011-05-05,TX,6372.0
2011-05-05,WI,5531.0
2011-05-06,CA,10617.0
2011-05-06,TX,7924.0
2011-05-06,WI,5945.0
2011-05-07,CA,12386.0
2011-05-07,TX,8863.0
2011-05-07,WI,7163.0
2011-05-08,CA,11231.0
2011-05-08,TX,7440.0
2011-05-08,WI,5017.0
2011-05-09,CA,11264.0
2011-05-09,TX,8001.0
2011-05-09,WI,5759.0
2011-05-10,CA,10430.0
2011-05-10,TX,6523.0
2011-05-10,WI,5278.0
2011-05-11,CA,9570.0
2011-05-11,TX,6755.0
2011-05-11,WI,5840.0
2011-05-12,CA,9312.0
2011-05-12,TX,6708.0
2011-05-12,WI,6393.0
2011-05-13,CA,10978.0
2011-05-13,TX,8231.0
2011-05-13,WI,6439.0
2011-05-14,CA,12496.0
2011-05-14,TX,8663.0
2011-05-14,WI,7577.0
2011-05-15,CA,13549.0
2011-05-15,TX,10237.0
2011-05-15,WI,7534.0
2011-05-16,CA,9542.0
2011-05-16,TX,7141.0
2011-05-16,WI,5530.0
2011-05-17,CA,8492.0
2011-05-17,TX,6179.0
2011-05-17,WI,4942.0
2011-05-18,CA,8258.0
2011-05-18,TX,5787.0
2011-05-18,WI,4725.0
2011-05-19,CA,8410.0
2011-05-19,TX,5680.0
2011-05-19,WI,4594.0
2011-05-20,CA,9809.0
2011-05-20,TX,6337.0
2011-05-20,WI,5503.0
2011-05-21,CA,12007.0
2011-05-21,TX,8288.0
2011-05-21,WI,6817.0
2011-05-22,CA,12301.0
2011-05-22,TX,8518.0
2011-05-22,WI,5427.0
2011-05-23,CA,9346.0
2011-05-23,TX,6545.0
2011-05-23,WI,5063.0
2011-05-24,CA,8541.0
2011-05-24,TX,5813.0
2011-05-24,WI,4849.0
2011-05-25,CA,8835.0
2011-05-25,TX,5958.0
2011-05-25,WI,4265.0
2011-05-26,CA,9176.0
2011-05-26,TX,6283.0
2011-05-26,WI,5021.0
2011-05-27,CA,10231.0
2011-05-27,TX,6343.0
2011-05-27,WI,5907.0
2011-05-28,CA,10959.0
2011-05-28,TX,8286.0
2011-05-28,WI,6282.0
2011-05-29,CA,11115.0
2011-05-29,TX,7251.0
2011-05-29,WI,5083.0
2011-05-30,CA,10768.0
2011-05-30,TX,7152.0
2011-05-30,WI,4618.0
2011-05-31,CA,8743.0
2011-05-31,TX,5865.0
2011-05-31,WI,4947.0
2011-06-01,CA,9662.0
2011-06-01,TX,7780.0
2011-06-01,WI,5723.0
2011-06-02,CA,9889.0
2011-06-02,TX,6662.0
2011-06-02,WI,6130.0
2011-06-03,CA,11788.0
2011-06-03,TX,8130.0
2011-06-03,WI,6863.0
2011-06-04,CA,13730.0
2011-06-04,TX,8753.0
2011-06-04,WI,7827.0
2011-06-05,CA,13997.0
2011-06-05,TX,9712.0
2011-06-05,WI,7895.0
2011-06-06,CA,11171.0
2011-06-06,TX,8655.0
2011-06-06,WI,6859.0
2011-06-07,CA,10489.0
2011-06-07,TX,7955.0
2011-06-07,WI,6645.0
2011-06-08,CA,10606.0
2011-06-08,TX,7409.0
2011-06-08,WI,6438.0
2011-06-09,CA,10266.0
2011-06-09,TX,7772.0
2011-06-09,WI,6744.0
2011-06-10,CA,12188.0
2011-06-10,TX,7823.0
2011-06-10,WI,6408.0
2011-06-11,CA,12534.0
2011-06-11,TX,9628.0
2011-06-11,WI,7778.0
2011-06-12,CA,13616.0
2011-06-12,TX,10570.0
2011-06-12,WI,6908.0
2011-06-13,CA,11284.0
2011-06-13,TX,8731.0
2011-06-13,WI,5737.0
2011-06-14,CA,10400.0
2011-06-14,TX,7320.0
2011-06-14,WI,6435.0
2011-06-15,CA,10380.0
2011-06-15,TX,8142.0
2011-06-15,WI,6736.0
2011-06-16,CA,9936.0
2011-06-16,TX,6941.0
2011-06-16,WI,5829.0
2011-06-17,CA,10661.0
2011-06-17,TX,7876.0
2011-06-17,WI,6175.0
2011-06-18,CA,12745.0
2011-06-18,TX,9080.0
2011-06-18,WI,7000.0
2011-06-19,CA,11822.0
2011-06-19,TX,8521.0
2011-06-19,WI,5763.0
2011-06-20,CA,11173.0
2011-06-20,TX,7684.0
2011-06-20,WI,5404.0
2011-06-21,CA,10049.0
2011-06-21,TX,6636.0
2011-06-21,WI,5125.0
2011-06-22,CA,10125.0
2011-06-22,TX,5859.0
2011-06-22,WI,5417.0
2011-06-23,CA,10442.0
2011-06-23,TX,7007.0
2011-06-23,WI,5331.0
2011-06-24,CA,11207.0
2011-06-24,TX,7327.0
2011-06-24,WI,6104.0
2011-06-25,CA,12037.0
2011-06-25,TX,8300.0
2011-06-25,WI,6145.0
2011-06-26,CA,13032.0
2011-06-26,TX,9188.0
2011-06-26,WI,5448.0
2011-06-27,CA,10458.0
2011-06-27,TX,7157.0
2011-06-27,WI,5027.0
2011-06-28,CA,8483.0
2011-06-28,TX,6520.0
2011-06-28,WI,4797.0
2011-06-29,CA,8956.0
2011-06-29,TX,6162.0
2011-06-29,WI,4812.0
2011-06-30,CA,9822.0
2011-06-30,TX,6353.0
2011-06-30,WI,5276.0
2011-07-01,CA,13455.0
2011-07-01,TX,9592.0
2011-07-01,WI,7986.0
2011-07-02,CA,14988.0
2011-07-02,TX,9559.0
2011-07-02,WI,8454.0
2011-07-03,CA,13502.0
2011-07-03,TX,9194.0
2011-07-03,WI,6477.0
2011-07-04,CA,10583.0
2011-07-04,TX,7983.0
2011-07-04,WI,4467.0
2011-07-05,CA,11916.0
2011-07-05,TX,8431.0
2011-07-05,WI,6249.0
2011-07-06,CA,12365.0
2011-07-06,TX,7508.0
2011-07-06,WI,6729.0
2011-07-07,CA,12070.0
2011-07-07,TX,8617.0
2011-07-07,WI,6040.0
2011-07-08,CA,12505.0
2011-07-08,TX,7928.0
2011-07-08,WI,7246.0
2011-07-09,CA,14046.0
2011-07-09,TX,10024.0
2011-07-09,WI,8416.0
2011-07-10,CA,14520.0
2011-07-10,TX,9895.0
2011-07-10,WI,7124.0
2011-07-11,CA,10926.0
2011-07-11,TX,8868.0
2011-07-11,WI,6798.0
2011-07-12,CA,9697.0
2011-07-12,TX,7968.0
2011-07-12,WI,6967.0
2011-07-13,CA,9553.0
2011-07-13,TX,8087.0
2011-07-13,WI,5805.0
2011-07-14,CA,9800.0
2011-07-14,TX,7225.0
2011-07-14,WI,6422.0
2011-07-15,CA,10931.0
2011-07-15,TX,8809.0
2011-07-15,WI,7609.0
2011-07-16,CA,13438.0
2011-07-16,TX,9541.0
2011-07-16,WI,7890.0
2011-07-17,CA,13484.0
2011-07-17,TX,9758.0
2011-07-17,WI,7092.0
2011-07-18,CA,10834.0
2011-07-18,TX,7794.0
2011-07-18,WI,6011.0
2011-07-19,CA,9406.0
2011-07-19,TX,6577.0
2011-07-19,WI,5948.0
2011-07-20,CA,9930.0
2011-07-20,TX,6950.0
2011-07-20,WI,5607.0
2011-07-21,CA,10209.0
2011-07-21,TX,6885.0
2011-07-21,WI,5684.0
2011-07-22,CA,11621.0
2011-07-22,TX,7789.0
2011-07-22,WI,6946.0
2011-07-23,CA,13827.0
2011-07-23,TX,9133.0
2011-07-23,WI,7324.0
2011-07-24,CA,13467.0
2011-07-24,TX,9310.0
2011-07-24,WI,6022.0
2011-07-25,CA,10083.0
2011-07-25,TX,7536.0
2011-07-25,WI,5276.0
2011-07-26,CA,9377.0
2011-07-26,TX,6582.0
2011-07-26,WI,5236.0
2011-07-27,CA,9379.0
2011-07-27,TX,6447.0
2011-07-27,WI,4678.0
2011-07-28,CA,9548.0
2011-07-28,TX,6597.0
2011-07-28,WI,5098.0
2011-07-29,CA,11085.0
2011-07-29,TX,7294.0
2011-07-29,WI,6163.0
2011-07-30,CA,12797.0
2011-07-30,TX,8868.0
2011-07-30,WI,7288.0
2011-07-31,CA,12841.0
2011-07-31,TX,9379.0
2011-07-31,WI,6457.0
2011-08-01,CA,11381.0
2011-08-01,TX,9139.0
2011-08-01,WI,6087.0
2011-08-02,CA,11236.0
2011-08-02,TX,7367.0
2011-08-02,WI,6872.0
2011-08-03,CA,11280.0
2011-08-03,TX,8535.0
2011-08-03,WI,7422.0
2011-08-04,CA,10499.0
2011-08-04,TX,7618.0
2011-08-04,WI,5596.0
2011-08-05,CA,11494.0
2011-08-05,TX,8380.0
2011-08-05,WI,6720.0
2011-08-06,CA,13371.0
2011-08-06,TX,10505.0
2011-08-06,WI,8083.0
2011-08-07,CA,14111.0
2011-08-07,TX,11146.0
2011-08-07,WI,6749.0
2011-08-08,CA,11813.0
2011-08-08,TX,8302.0
2011-08-08,WI,6239.0
2011-08-09,CA,11441.0
2011-08-09,TX,8178.0
2011-08-09,WI,6594.0
2011-08-10,CA,11556.0
2011-08-10,TX,7266.0
2011-08-10,WI,5756.0
2011-08-11,CA,10370.0
2011-08-11,TX,7950.0
2011-08-11,WI,6388.0
2011-08-12,CA,11918.0
2011-08-12,TX,9338.0
2011-08-12,WI,7288.0
2011-08-13,CA,14227.0
2011-08-13,TX,11454.0
2011-08-13,WI,7322.0
2011-08-14,CA,15256.0
2011-08-14,TX,11302.0
2011-08-14,WI,7351.0
2011-08-15,CA,11723.0
2011-08-15,TX,9825.0
2011-08-15,WI,6963.0
2011-08-16,CA,11037.0
2011-08-16,TX,8152.0
2011-08-16,WI,6077.0
2011-08-17,CA,10163.0
2011-08-17,TX,7827.0
2011-08-17,WI,5691.0
2011-08-18,CA,10282.0
2011-08-18,TX,7770.0
2011-08-18,WI,5324.0
2011-08-19,CA,11451.0
2011-08-19,TX,8829.0
2011-08-19,WI,6724.0
2011-08-20,CA,14025.0
2011-08-20,TX,11170.0
2011-08-20,WI,7063.0
2011-08-21,CA,15415.0
2011-08-21,TX,12340.0
2011-08-21,WI,6218.0
2011-08-22,CA,11166.0
2011-08-22,TX,8584.0
2011-08-22,WI,5574.0
2011-08-23,CA,10026.0
2011-08-23,TX,7483.0
2011-08-23,WI,5108.0
2011-08-24,CA,9921.0
2011-08-24,TX,6530.0
2011-08-24,WI,5484.0
2011-08-25,CA,9527.0
2011-08-25,TX,6464.0
2011-08-25,WI,5423.0
2011-08-26,CA,10979.0
2011-08-26,TX,7184.0
2011-08-26,WI,6105.0
2011-08-27,CA,13649.0
2011-08-27,TX,9774.0
2011-08-27,WI,6960.0
2011-08-28,CA,14060.0
2011-08-28,TX,10547.0
2011-08-28,WI,6019.0
2011-08-29,CA,9890.0
2011-08-29,TX,7054.0
2011-08-29,WI,5141.0
2011-08-30,CA,8931.0
2011-08-30,TX,6258.0
2011-08-30,WI,5161.0
2011-08-31,CA,9238.0
2011-08-31,TX,6378.0
2011-08-31,WI,6107.0
2011-09-01,CA,10865.0
2011-09-01,TX,8827.0
2011-09-01,WI,6607.0
2011-09-02,CA,12472.0
2011-09-02,TX,8211.0
2011-09-02,WI,8525.0
2011-09-03,CA,14568.0
2011-09-03,TX,10987.0
2011-09-03,WI,8477.0
2011-09-04,CA,13019.0
2011-09-04,TX,7538.0
2011-09-04,WI,6368.0
2011-09-05,CA,13807.0
2011-09-05,TX,9371.0
2011-09-05,WI,6980.0
2011-09-06,CA,12063.0
2011-09-06,TX,7545.0
2011-09-06,WI,6526.0
2011-09-07,CA,10804.0
2011-09-07,TX,8306.0
2011-09-07,WI,5335.0
2011-09-08,CA,10879.0
2011-09-08,TX,6992.0
2011-09-08,WI,6177.0
2011-09-09,CA,12294.0
2011-09-09,TX,8722.0
2011-09-09,WI,7230.0
2011-09-10,CA,14664.0
2011-09-10,TX,10427.0
2011-09-10,WI,7939.0
2011-09-11,CA,15086.0
2011-09-11,TX,11559.0
2011-09-11,WI,7987.0
2011-09-12,CA,10704.0
2011-09-12,TX,8492.0
2011-09-12,WI,6942.0
2011-09-13,CA,10089.0
2011-09-13,TX,8996.0
2011-09-13,WI,5560.0
2011-09-14,CA,9776.0
2011-09-14,TX,7365.0
2011-09-14,WI,6364.0
2011-09-15,CA,10061.0
2011-09-15,TX,8914.0
2011-09-15,WI,7368.0
2011-09-16,CA,11169.0
2011-09-16,TX,8672.0
2011-09-16,WI,7092.0
2011-09-17,CA,13587.0
2011-09-17,TX,10510.0
2011-09-17,WI,8098.0
2011-09-18,CA,14843.0
2011-09-18,TX,10658.0
2011-09-18,WI,6533.0
2011-09-19,CA,11168.0
2011-09-19,TX,8065.0
2011-09-19,WI,5134.0
2011-09-20,CA,10500.0
2011-09-20,TX,7056.0
2011-09-20,WI,5119.0
2011-09-21,CA,10185.0
2011-09-21,TX,6403.0
2011-09-21,WI,5208.0
2011-09-22,CA,9984.0
2011-09-22,TX,6554.0
2011-09-22,WI,5321.0
2011-09-23,CA,12504.0
2011-09-23,TX,7942.0
2011-09-23,WI,6260.0
2011-09-24,CA,14876.0
2011-09-24,TX,10062.0
2011-09-24,WI,7528.0
2011-09-25,CA,15644.0
2011-09-25,TX,10890.0
2011-09-25,WI,6694.0
2011-09-26,CA,11231.0
2011-09-26,TX,7635.0
2011-09-26,WI,5224.0
2011-09-27,CA,10813.0
2011-09-27,TX,6924.0
2011-09-27,WI,5051.0
2011-09-28,CA,10479.0
2011-09-28,TX,6453.0
2011-09-28,WI,5261.0
2011-09-29,CA,10203.0
2011-09-29,TX,6762.0
2011-09-29,WI,5418.0
2011-09-30,CA,12957.0
2011-09-30,TX,9333.0
2011-09-30,WI,7892.0
2011-10-01,CA,18020.0
2011-10-01,TX,12475.0
2011-10-01,WI,8817.0
2011-10-02,CA,17094.0
2011-10-02,TX,11153.0
2011-10-02,WI,8967.0
2011-10-03,CA,13097.0
2011-10-03,TX,9428.0
2011-10-03,WI,7930.0
2011-10-04,CA,12525.0
2011-10-04,TX,7671.0
2011-10-04,WI,5918.0
2011-10-05,CA,11262.0
2011-10-05,TX,8050.0
2011-10-05,WI,6601.0
2011-10-06,CA,11009.0
2011-10-06,TX,8057.0
2011-10-06,WI,7000.0
2011-10-07,CA,13365.0
2011-10-07,TX,9630.0
2011-10-07,WI,6990.0
2011-10-08,CA,16599.0
2011-10-08,TX,9984.0
2011-10-08,WI,9347.0
2011-10-09,CA,16507.0
2011-10-09,TX,10106.0
2011-10-09,WI,9327.0
2011-10-10,CA,13561.0
2011-10-10,TX,9623.0
2011-10-10,WI,6217.0
2011-10-11,CA,12035.0
2011-10-11,TX,8545.0
2011-10-11,WI,6847.0
2011-10-12,CA,11066.0
2011-10-12,TX,9193.0
2011-10-12,WI,7155.0
2011-10-13,CA,11244.0
2011-10-13,TX,8632.0
2011-10-13,WI,6240.0
2011-10-14,CA,13338.0
2011-10-14,TX,8488.0
2011-10-14,WI,8059.0
2011-10-15,CA,16285.0
2011-10-15,TX,11799.0
2011-10-15,WI,10342.0
2011-10-16,CA,16289.0
2011-10-16,TX,11864.0
2011-10-16,WI,7974.0
2011-10-17,CA,12373.0
2011-10-17,TX,8841.0
2011-10-17,WI,6378.0
2011-10-18,CA,10748.0
2011-10-18,TX,7826.0
2011-10-18,WI,5628.0
2011-10-19,CA,10247.0
2011-10-19,TX,7082.0
2011-10-19,WI,5112.0
2011-10-20,CA,10350.0
2011-10-20,TX,6850.0
2011-10-20,WI,5202.0
2011-10-21,CA,12600.0
2011-10-21,TX,7942.0
2011-10-21,WI,6588.0
2011-10-22,CA,15555.0
2011-10-22,TX,9982.0
2011-10-22,WI,7614.0
2011-10-23,CA,15709.0
2011-10-23,TX,10427.0
2011-10-23,WI,6740.0
2011-10-24,CA,11321.0
2011-10-24,TX,7832.0
2011-10-24,WI,5363.0
2011-10-25,CA,10278.0
2011-10-25,TX,6919.0
2011-10-25,WI,5240.0
2011-10-26,CA,9747.0
2011-10-26,TX,7055.0
2011-10-26,WI,5340.0
2011-10-27,CA,10419.0
2011-10-27,TX,6825.0
2011-10-27,WI,5738.0
2011-10-28,CA,11718.0
2011-10-28,TX,7734.0
2011-10-28,WI,7428.0
2011-10-29,CA,15724.0
2011-10-29,TX,9473.0
2011-10-29,WI,8022.0
2011-10-30,CA,16057.0
2011-10-30,TX,9647.0
2011-10-30,WI,6149.0
2011-10-31,CA,10191.0
2011-10-31,TX,7218.0
2011-10-31,WI,5286.0
2011-11-01,CA,11094.0
2011-11-01,TX,8384.0
2011-11-01,WI,6561.0
2011-11-02,CA,11227.0
2011-11-02,TX,7191.0
2011-11-02,WI,6390.0
2011-11-03,CA,11972.0
2011-11-03,TX,8193.0
2011-11-03,WI,7737.0
2011-11-04,CA,13252.0
2011-11-04,TX,7868.0
2011-11-04,WI,7476.0
2011-11-05,CA,16293.0
2011-11-05,TX,10807.0
2011-11-05,WI,9787.0
2011-11-06,CA,17402.0
2011-11-06,TX,11608.0
2011-11-06,WI,8877.0
2011-11-07,CA,12654.0
2011-11-07,TX,8943.0
2011-11-07,WI,5681.0
2011-11-08,CA,11987.0
2011-11-08,TX,6793.0
2011-11-08,WI,6408.0
2011-11-09,CA,11442.0
2011-11-09,TX,8143.0
2011-11-09,WI,6507.0
2011-11-10,CA,12375.0
2011-11-10,TX,7213.0
2011-11-10,WI,6559.0
2011-11-11,CA,13522.0
2011-11-11,TX,8425.0
2011-11-11,WI,7808.0
2011-11-12,CA,15332.0
2011-11-12,TX,10782.0
2011-11-12,WI,9808.0
2011-11-13,CA,15584.0
2011-11-13,TX,11654.0
2011-11-13,WI,8110.0
2011-11-14,CA,11665.0
2011-11-14,TX,8462.0
2011-11-14,WI,6646.0
2011-11-15,CA,10860.0
2011-11-15,TX,8414.0
2011-11-15,WI,7427.0
2011-11-16,CA,10281.0
2011-11-16,TX,7426.0
2011-11-16,WI,6221.0
2011-11-17,CA,10244.0
2011-11-17,TX,7206.0
2011-11-17,WI,5664.0
2011-11-18,CA,12106.0
2011-11-18,TX,7601.0
2011-11-18,WI,6800.0
2011-11-19,CA,16144.0
2011-11-19,TX,9488.0
2011-11-19,WI,7913.0
2011-11-20,CA,15546.0
2011-11-20,TX,10141.0
2011-11-20,WI,7066.0
2011-11-21,CA,12213.0
2011-11-21,TX,7925.0
2011-11-21,WI,5436.0
2011-11-22,CA,12047.0
2011-11-22,TX,7813.0
2011-11-22,WI,5794.0
2011-11-23,CA,13587.0
2011-11-23,TX,10465.0
2011-11-23,WI,6735.0
2011-11-24,CA,7356.0
2011-11-24,TX,7361.0
2011-11-24,WI,3710.0
2011-11-25,CA,10726.0
2011-11-25,TX,6790.0
2011-11-25,WI,6482.0
2011-11-26,CA,11762.0
2011-11-26,TX,6923.0
2011-11-26,WI,6607.0
2011-11-27,CA,12714.0
2011-11-27,TX,8050.0
2011-11-27,WI,6370.0
2011-11-28,CA,10501.0
2011-11-28,TX,6342.0
2011-11-28,WI,5535.0
2011-11-29,CA,9993.0
2011-11-29,TX,6305.0
2011-11-29,WI,5286.0
2011-11-30,CA,9455.0
2011-11-30,TX,6314.0
2011-11-30,WI,5320.0
2011-12-01,CA,11572.0
2011-12-01,TX,8053.0
2011-12-01,WI,6643.0
2011-12-02,CA,13326.0
2011-12-02,TX,7741.0
2011-12-02,WI,8660.0
2011-12-03,CA,17353.0
2011-12-03,TX,10618.0
2011-12-03,WI,10158.0
2011-12-04,CA,16724.0
2011-12-04,TX,10136.0
2011-12-04,WI,8218.0
2011-12-05,CA,13173.0
2011-12-05,TX,8415.0
